TransactionID	CustomerID	CustomerDOB	CustomerGender	CustomerLocation	CustomerAccountBalance	TransactionDate	TransactionTime	TransactionAmount	Customer Age	Account Bal Status	TransactionMonth	TransactionDay	Age Range	Clean Customer Age	Customer Cluster
T528679	C2132873	Friday, December 23, 1988	M	MUMBAI	6364.48	Wednesday, August 24, 2016	12:06:00 PM	3190.9	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T528776	C4937338	Monday, January 4, 1988	M	MUMBAI	11032.38	Wednesday, August 24, 2016	10:34:00 PM	250	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T528911	C4214082	Tuesday, March 1, 1988	M	MUMBAI	12995.88	Wednesday, August 24, 2016	10:46:00 PM	335	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T529421	C5042412	Tuesday, August 16, 1988	M	MUMBAI	13194.91	Wednesday, August 24, 2016	12:20:00 PM	83.34	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T529626	C7814318	Monday, February 15, 1988	M	MUMBAI	194873.93	Wednesday, August 24, 2016	3:13:00 PM	420	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T530176	C1021068	Friday, March 18, 1988	M	MUMBAI	59.51	Wednesday, August 24, 2016	10:32:00 PM	360	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T531153	C4515038	Friday, January 29, 1988	M	MUMBAI	316060.86	Wednesday, August 24, 2016	9:03:00 PM	50	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T531328	C5434421	Thursday, May 5, 1988	M	MUMBAI	793201.19	Wednesday, August 24, 2016	8:09:00 PM	1290	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T531365	C8032643	Tuesday, July 26, 1988	M	MUMBAI	271.18	Tuesday, August 23, 2016	2:02:00 PM	20	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T531494	C1862916	Wednesday, November 16, 1988	M	MUMBAI	73685.36	Tuesday, August 23, 2016	9:55:00 PM	1241	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T532423	C5821330	Thursday, October 6, 1988	M	MUMBAI	41119.49	Wednesday, August 24, 2016	7:23:00 PM	1000	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T532610	C3155739	Monday, February 15, 1988	M	MUMBAI	122633.08	Tuesday, August 23, 2016	10:27:00 PM	700	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T532631	C9012622	Tuesday, October 25, 1988	M	MUMBAI	322464.11	Wednesday, August 24, 2016	10:41:00 PM	1633	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T533127	C2640151	Sunday, May 29, 1988	M	MUMBAI	7544.65	Wednesday, August 24, 2016	8:18:00 PM	120	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T533128	C7073438	Tuesday, August 9, 1988	M	MUMBAI	1756.68	Wednesday, August 24, 2016	9:03:00 PM	899	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T533236	C1514961	Friday, August 12, 1988	M	MUMBAI	9612.33	Wednesday, August 24, 2016	8:23:00 PM	244	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T533386	C7928738	Thursday, August 11, 1988	M	MUMBAI	30561.11	Tuesday, August 23, 2016	10:11:00 PM	320	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T533472	C9020467	Wednesday, January 13, 1988	M	MUMBAI	10941.34	Tuesday, August 23, 2016	9:09:00 PM	589	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T533951	C3012638	Tuesday, October 25, 1988	M	MUMBAI	322464.11	Tuesday, August 23, 2016	8:46:00 PM	418	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T534177	C5813191	Thursday, February 11, 1988	M	MUMBAI	25769.02	Tuesday, August 23, 2016	9:05:00 PM	147	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T534913	C6638544	Friday, July 8, 1988	M	MUMBAI	111317.07	Monday, August 22, 2016	9:08:00 AM	120	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T535175	C5227440	Tuesday, February 16, 1988	M	MUMBAI	5557.73	Tuesday, August 23, 2016	8:48:00 PM	713	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T535394	C1936568	Thursday, November 10, 1988	M	MUMBAI	139160.66	Tuesday, August 23, 2016	10:50:00 PM	55	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T535403	C5221321	Tuesday, July 19, 1988	M	MUMBAI	2010418.85	Tuesday, August 23, 2016	8:31:00 PM	1966	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T536039	C5120487	Tuesday, September 13, 1988	M	MUMBAI	68773.32	Monday, August 22, 2016	11:50:00 AM	865	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T536235	C3422281	Tuesday, May 17, 1988	M	MUMBAI	4568.24	Wednesday, August 24, 2016	8:15:00 PM	170	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T536245	C4015261	Friday, December 2, 1988	M	MUMBAI	28165.57	Tuesday, August 23, 2016	10:24:00 AM	140.08	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T536711	C6719888	Thursday, June 23, 1988	M	MUMBAI	22288.08	Tuesday, August 23, 2016	8:25:00 PM	150	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T537110	C8821011	Friday, March 18, 1988	M	MUMBAI	59.51	Monday, August 22, 2016	12:57:00 AM	1265	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T537149	C8531221	Sunday, November 20, 1988	M	MUMBAI	6173.71	Monday, August 22, 2016	12:54:00 AM	1275	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T537227	C4738554	Friday, July 8, 1988	M	MUMBAI	111317.07	Tuesday, August 23, 2016	11:43:00 PM	240	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T537252	C8622975	Wednesday, February 3, 1988	M	MUMBAI	1008.54	Tuesday, August 23, 2016	8:46:00 PM	10	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T537303	C3394635	Monday, July 4, 1988	M	MUMBAI	66774.19	Monday, August 22, 2016	9:01:00 AM	1500	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T537409	C8031287	Sunday, November 20, 1988	M	MUMBAI	6173.71	Monday, August 22, 2016	12:53:00 AM	1275	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T537485	C8824433	Friday, December 23, 1988	M	MUMBAI	46.35	Tuesday, August 23, 2016	8:42:00 PM	2100	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T537499	C8313166	Thursday, February 11, 1988	M	MUMBAI	25769.02	Wednesday, August 24, 2016	11:09:00 PM	303	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T537509	C8831944	Thursday, July 21, 1988	M	MUMBAI	1800.53	Wednesday, August 24, 2016	9:47:00 PM	1073	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T537726	C1594932	Saturday, May 21, 1988	M	MUMBAI	208733.59	Tuesday, August 23, 2016	11:06:00 PM	150	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T538212	C4321319	Thursday, October 6, 1988	M	MUMBAI	41119.49	Wednesday, August 24, 2016	8:23:00 PM	1000	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T538478	C5637790	Thursday, December 1, 1988	M	MUMBAI	15.5	Monday, August 22, 2016	5:09:00 AM	22.61	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T538741	C6921381	Thursday, October 6, 1988	M	MUMBAI	41119.49	Monday, August 22, 2016	11:11:00 AM	220	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T538869	C8123422	Thursday, December 29, 1988	M	MUMBAI	940.05	Tuesday, August 23, 2016	9:07:00 AM	70	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T539016	C6941530	Sunday, August 28, 1988	M	MUMBAI	3682.8	Tuesday, August 23, 2016	10:19:00 AM	216	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T539223	C1637275	Friday, July 29, 1988	M	MUMBAI	46658.23	Monday, August 22, 2016	8:27:00 AM	1000	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T539432	C1539948	Tuesday, August 30, 1988	M	MUMBAI	25291.82	Monday, August 22, 2016	10:25:00 AM	1300	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T539692	C7255845	Friday, September 30, 1988	M	MUMBAI	18076.78	Monday, August 22, 2016	11:02:00 AM	20	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T540485	C7538519	Friday, July 8, 1988	M	MUMBAI	111317.07	Tuesday, August 23, 2016	8:22:00 AM	120	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T540646	C7526773	Friday, July 15, 1988	M	MUMBAI	26078.02	Monday, August 22, 2016	12:31:00 AM	5	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T540933	C8934646	Friday, March 18, 1988	M	MUMBAI	3186.2	Tuesday, August 23, 2016	11:06:00 AM	4063	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T541047	C6221076	Friday, March 18, 1988	M	MUMBAI	59.51	Monday, August 22, 2016	12:57:00 AM	1265	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T541530	C4526722	Friday, July 15, 1988	M	MUMBAI	26078.02	Monday, August 22, 2016	12:27:00 AM	5	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T541565	C1291766	Saturday, November 12, 1988	M	MUMBAI	35074.13	Monday, August 22, 2016	9:43:00 AM	210	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T541594	C8223082	Saturday, April 16, 1988	M	MUMBAI	429712.12	Monday, August 22, 2016	10:15:00 AM	7474	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T541857	C2310946	Tuesday, December 6, 1988	M	MUMBAI	139.79	Monday, August 22, 2016	7:42:00 AM	620.16	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T541897	C1238725	Wednesday, February 17, 1988	M	MUMBAI	187.29	Tuesday, August 23, 2016	11:18:00 PM	360	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T542151	C7210824	Monday, July 4, 1988	M	MUMBAI	4546.31	Tuesday, August 23, 2016	6:13:00 AM	50	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T542191	C2395248	Sunday, June 5, 1988	M	MUMBAI	1536.38	Wednesday, August 24, 2016	11:38:00 PM	110	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T542800	C8623478	Thursday, December 29, 1988	M	MUMBAI	940.05	Tuesday, August 23, 2016	10:11:00 PM	30	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T543385	C1520057	Tuesday, November 22, 1988	M	MUMBAI	4648.43	Tuesday, August 23, 2016	8:13:00 AM	16450	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T543524	C3734946	Friday, January 1, 1988	M	MUMBAI	15085.84	Wednesday, August 24, 2016	5:14:00 PM	300	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T543734	C6822240	Tuesday, May 17, 1988	M	MUMBAI	4568.24	Wednesday, August 24, 2016	6:00:00 PM	179.4	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T543757	C1439640	Saturday, September 17, 1988	M	MUMBAI	6801.2	Tuesday, August 23, 2016	6:38:00 AM	300	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T543840	C4334446	Thursday, May 5, 1988	M	MUMBAI	793201.19	Tuesday, August 23, 2016	10:13:00 PM	2352.95	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T543888	C7634671	Friday, March 18, 1988	M	MUMBAI	3186.2	Tuesday, August 23, 2016	9:40:00 PM	5774	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T543992	C2919246	Tuesday, January 19, 1988	M	MUMBAI	38138.6	Tuesday, August 23, 2016	9:52:00 AM	50	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T544079	C2242875	Friday, July 15, 1988	M	MUMBAI	6846.72	Wednesday, August 24, 2016	11:32:00 PM	730	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T544089	C7632261	Tuesday, April 12, 1988	M	MUMBAI	23051.68	Tuesday, August 23, 2016	8:19:00 PM	130	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T545493	C4537791	Thursday, December 1, 1988	M	MUMBAI	15.5	Wednesday, August 24, 2016	11:53:00 AM	22.55	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T545718	C3337084	Saturday, October 8, 1988	M	MUMBAI	44929.54	Wednesday, August 24, 2016	6:36:00 PM	400	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T546310	C8039968	Monday, May 23, 1988	M	MUMBAI	452495.67	Wednesday, August 24, 2016	6:08:00 PM	739	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T546497	C8638756	Thursday, October 27, 1988	M	MUMBAI	154973.39	Wednesday, August 24, 2016	5:44:00 PM	85	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T546636	C8364861	Wednesday, July 20, 1988	M	MUMBAI	21874.06	Tuesday, August 23, 2016	12:06:00 PM	499	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T547451	C2238478	Tuesday, April 26, 1988	M	MUMBAI	23687.3	Tuesday, August 23, 2016	5:43:00 PM	220	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T547456	C6455762	Friday, October 21, 1988	M	MUMBAI	290124.08	Tuesday, August 23, 2016	1:17:00 PM	120	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T548176	C6840111	Sunday, May 29, 1988	M	MUMBAI	7544.65	Wednesday, August 24, 2016	9:41:00 PM	236	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T548266	C7329264	Monday, January 18, 1988	M	MUMBAI	36455.49	Tuesday, August 23, 2016	2:01:00 PM	518	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T548322	C4222246	Tuesday, May 17, 1988	M	MUMBAI	4568.24	Wednesday, August 24, 2016	6:03:00 PM	2416	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T549029	C8031287	Thursday, June 2, 1988	M	MUMBAI	44543.11	Wednesday, August 24, 2016	7:04:00 PM	1000	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T549055	C6014236	Tuesday, May 24, 1988	M	MUMBAI	10892.02	Tuesday, August 23, 2016	12:56:00 PM	41	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T549070	C4328960	Tuesday, December 27, 1988	M	MUMBAI	78101.45	Tuesday, August 23, 2016	1:22:00 PM	144	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T549072	C3994955	Saturday, May 21, 1988	M	MUMBAI	208733.59	Tuesday, August 23, 2016	1:11:00 PM	3500	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T549448	C8925684	Sunday, July 24, 1988	M	MUMBAI	27092.31	Tuesday, August 23, 2016	8:23:00 PM	415	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T549669	C8730671	Sunday, July 31, 1988	M	MUMBAI	97.62	Tuesday, August 23, 2016	8:23:00 PM	30	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T550089	C4142031	Saturday, August 6, 1988	M	MUMBAI	26959.93	Tuesday, August 23, 2016	6:06:00 PM	446	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T550177	C3225657	Sunday, July 24, 1988	M	MUMBAI	27092.31	Tuesday, August 23, 2016	8:20:00 PM	415	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T550286	C5931273	Thursday, June 2, 1988	M	MUMBAI	44543.11	Tuesday, August 23, 2016	6:41:00 PM	110	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T550689	C8828717	Friday, November 4, 1988	M	MUMBAI	23.18	Tuesday, August 23, 2016	5:55:00 PM	26	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T550950	C3331257	Sunday, November 20, 1988	M	MUMBAI	6173.71	Monday, August 22, 2016	12:52:00 AM	1275	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T551132	C7110742	Friday, May 6, 1988	M	MUMBAI	20529.11	Monday, August 22, 2016	10:36:00 AM	4	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T551133	C7164669	Friday, December 30, 1988	M	MUMBAI	31001.99	Monday, August 22, 2016	10:39:00 AM	437	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T551447	C1018487	Wednesday, November 16, 1988	M	MUMBAI	2356.23	Tuesday, August 23, 2016	7:44:00 PM	204	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T551644	C1219921	Thursday, January 7, 1988	M	MUMBAI	1565.27	Tuesday, August 23, 2016	11:46:00 AM	350	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T551742	C7510765	Friday, May 6, 1988	M	MUMBAI	20529.11	Monday, August 22, 2016	10:33:00 AM	195	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T551878	C6662258	Tuesday, March 1, 1988	M	MUMBAI	140.63	Tuesday, August 23, 2016	6:30:00 PM	330	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T552171	C9022292	Friday, December 16, 1988	M	MUMBAI	1128221.67	Tuesday, August 23, 2016	6:17:00 PM	7425	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T553245	C2542428	Tuesday, August 16, 1988	M	MUMBAI	13194.91	Wednesday, August 24, 2016	3:33:00 PM	68.9	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T553475	C8337233	Friday, July 29, 1988	M	MUMBAI	46658.23	Wednesday, August 24, 2016	1:14:00 PM	1495	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T553672	C6414359	Monday, February 15, 1988	M	MUMBAI	194873.93	Wednesday, August 24, 2016	3:22:00 PM	20000	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T554015	C3231262	Sunday, November 20, 1988	M	MUMBAI	6173.71	Monday, August 22, 2016	12:55:00 AM	1275	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T554108	C4936483	Thursday, September 15, 1988	M	MUMBAI	81033.21	Wednesday, August 24, 2016	4:58:00 PM	302	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T554994	C8121086	Friday, March 18, 1988	M	MUMBAI	59.51	Monday, August 22, 2016	12:59:00 AM	1265	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T555033	C8137776	Thursday, December 1, 1988	M	MUMBAI	15.5	Monday, August 22, 2016	10:06:00 AM	250	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T555353	C8431769	Tuesday, May 31, 1988	M	MUMBAI	108913.62	Tuesday, August 23, 2016	2:27:00 PM	50	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T555415	C3337763	Thursday, December 1, 1988	M	MUMBAI	15.5	Wednesday, August 24, 2016	7:59:00 AM	22.55	28	Valid	Aug-16	Wednesday	26-35	28	Cluster1
T555526	C5637961	Wednesday, July 27, 1988	M	MUMBAI	11240.96	Wednesday, August 24, 2016	2:34:00 PM	455	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T556321	C8124291	Wednesday, April 27, 1988	M	MUMBAI	8970.81	Tuesday, August 23, 2016	1:38:00 PM	2200	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T557208	C2596018	Friday, June 3, 1988	M	MUMBAI	568.22	Tuesday, August 23, 2016	1:59:00 PM	1504	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T557288	C4513444	Thursday, April 14, 1988	M	MUMBAI	128852.27	Monday, August 22, 2016	1:48:00 PM	6898.85	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T557545	C6342446	Friday, August 19, 1988	M	MUMBAI	0.65	Monday, August 22, 2016	2:44:00 PM	1277	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T557605	C7210481	Monday, February 15, 1988	M	MUMBAI	77.62	Wednesday, August 24, 2016	4:25:00 PM	372.6	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T557814	C5229423	Friday, December 2, 1988	M	MUMBAI	355185.15	Tuesday, August 23, 2016	10:41:00 AM	6645	28	Valid	Aug-16	Tuesday	26-35	28	Cluster1
T558880	C7361951	Saturday, November 26, 1988	M	MUMBAI	25825.85	Tuesday, August 23, 2016	11:40:00 AM	927.33	28	Valid	Aug-16	Tuesday	26-35	28	Cluster2
T559110	C2163026	Tuesday, December 27, 1988	M	MUMBAI	2089.47	Wednesday, August 24, 2016	4:24:00 PM	220	28	Valid	Aug-16	Wednesday	26-35	28	Cluster2
T559353	C3642271	Tuesday, November 22, 1988	M	MUMBAI	15711.06	Monday, August 22, 2016	3:51:00 PM	91.68	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T559431	C8813119	Thursday, February 11, 1988	M	MUMBAI	25769.02	Monday, August 22, 2016	11:25:00 PM	147	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T559761	C7421842	Sunday, August 21, 1988	M	MUMBAI	119.93	Saturday, August 27, 2016	9:27:00 AM	110	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T560306	C4031728	Tuesday, May 31, 1988	M	MUMBAI	108913.62	Monday, August 22, 2016	3:19:00 PM	1396	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T560674	C8438029	Thursday, September 22, 1988	M	MUMBAI	5154.51	Saturday, August 27, 2016	6:42:00 PM	4000	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T561007	C1422064	Tuesday, November 29, 1988	M	MUMBAI	69877.42	Saturday, August 27, 2016	6:35:00 PM	579.94	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T561412	C1933353	Saturday, March 26, 1988	M	MUMBAI	1701.09	Saturday, August 27, 2016	6:50:00 PM	2542	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T561588	C8840166	Saturday, November 12, 1988	M	MUMBAI	2159.8	Saturday, August 27, 2016	7:26:00 PM	840.18	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T562014	C7013438	Thursday, April 14, 1988	M	MUMBAI	128852.27	Monday, August 22, 2016	4:06:00 PM	659	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T562574	C7317814	Wednesday, November 30, 1988	M	MUMBAI	115004.31	Monday, August 22, 2016	3:28:00 PM	5400	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T563038	C2318072	Monday, December 26, 1988	M	MUMBAI	7399.95	Saturday, August 27, 2016	12:12:00 AM	5961	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T563738	C9019547	Thursday, November 3, 1988	M	MUMBAI	339943.21	Saturday, August 27, 2016	4:26:00 PM	311	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T564030	C3832611	Tuesday, July 26, 1988	M	MUMBAI	271.18	Saturday, August 27, 2016	5:19:00 PM	20	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T564380	C5331190	Thursday, November 10, 1988	M	MUMBAI	40787.42	Saturday, August 27, 2016	2:50:00 PM	4141	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T564970	C7120479	Wednesday, January 13, 1988	M	MUMBAI	10941.34	Monday, August 22, 2016	2:05:00 PM	250	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T565539	C6315985	Tuesday, April 26, 1988	M	MUMBAI	29871.26	Saturday, August 27, 2016	4:01:00 PM	190	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T565920	C2511085	Friday, May 27, 1988	M	MUMBAI	97.72	Monday, August 22, 2016	3:05:00 PM	180.45	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T566243	C7620448	Wednesday, January 13, 1988	M	MUMBAI	10941.34	Saturday, August 27, 2016	3:24:00 PM	270	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T566499	C2628690	Sunday, May 1, 1988	M	MUMBAI	61244.37	Saturday, August 27, 2016	3:10:00 PM	228	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T566650	C6610984	Sunday, September 4, 1988	M	MUMBAI	8969.07	Saturday, August 27, 2016	10:53:00 AM	123	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T566725	C1442247	Tuesday, November 22, 1988	M	MUMBAI	15711.06	Monday, August 22, 2016	1:45:00 PM	138.44	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T567114	C6639013	Tuesday, February 23, 1988	M	MUMBAI	4442.13	Saturday, August 27, 2016	3:30:00 PM	280	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T567258	C2010884	Monday, July 4, 1988	M	MUMBAI	4546.31	Saturday, August 27, 2016	2:05:00 AM	2945	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T567331	C1817531	Sunday, April 17, 1988	M	MUMBAI	70943.7	Saturday, August 27, 2016	4:59:00 PM	133.1	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T567566	C5688168	Saturday, September 17, 1988	M	MUMBAI	43248.29	Saturday, August 27, 2016	4:42:00 PM	920	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T567877	C6573432	Tuesday, August 9, 1988	M	MUMBAI	1756.68	Monday, August 22, 2016	1:39:00 PM	336.52	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T567967	C4642868	Friday, July 15, 1988	M	MUMBAI	6846.72	Saturday, August 27, 2016	12:25:00 AM	300	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T568162	C1734649	Friday, March 18, 1988	M	MUMBAI	3186.2	Monday, August 22, 2016	5:34:00 PM	599	28	Valid	Aug-16	Monday	26-35	28	Cluster1
T568690	C4821519	Sunday, July 24, 1988	M	MUMBAI	174.98	Saturday, August 27, 2016	2:05:00 PM	112	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T568988	C6764055	Saturday, September 3, 1988	M	MUMBAI	17820.7	Saturday, August 27, 2016	4:03:00 PM	525	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T569335	C7271444	Tuesday, April 12, 1988	M	MUMBAI	8963.14	Saturday, August 27, 2016	8:17:00 AM	156	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T569514	C5437729	Thursday, December 1, 1988	M	MUMBAI	15.5	Saturday, August 27, 2016	6:20:00 AM	22.53	28	Valid	Aug-16	Saturday	26-35	28	Cluster2
T569759	C8914855	Tuesday, October 11, 1988	M	MUMBAI	22306.08	Monday, August 22, 2016	11:59:00 AM	573.86	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T570324	C6225112	Wednesday, September 21, 1988	M	MUMBAI	11023.12	Saturday, August 27, 2016	11:43:00 AM	1350	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T570564	C6928134	Tuesday, April 12, 1988	M	MUMBAI	6751.11	Monday, August 22, 2016	7:19:00 PM	50	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T571580	C4419269	Tuesday, January 19, 1988	M	MUMBAI	38138.6	Saturday, August 27, 2016	1:34:00 AM	50	28	Valid	Aug-16	Saturday	26-35	28	Cluster1
T571746	C5928113	Tuesday, April 12, 1988	M	MUMBAI	6751.11	Monday, August 22, 2016	5:22:00 PM	35	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T571930	C4520469	Wednesday, January 13, 1988	M	MUMBAI	10941.34	Monday, August 22, 2016	6:37:00 PM	220	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T572269	C4720429	Wednesday, January 13, 1988	M	MUMBAI	10941.34	Monday, August 22, 2016	1:23:00 PM	424	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T572898	C3693990	Sunday, September 11, 1988	M	MUMBAI	44143.61	Monday, August 22, 2016	11:50:00 AM	532	28	Valid	Aug-16	Monday	26-35	28	Cluster2
T573024	C8214251	Tuesday, May 24, 1988	M	MUMBAI	10892.02	Monday, August 22, 2016	6:56:00 PM	20	28	Valid	Aug-16	Monday	26-35	28	Cluster2
